pin,slack
line_write_read_0/LCD_FSM_0/START_GEN.data_o_13_iv[3]:C,4760
line_write_read_0/LCD_FSM_0/START_GEN.data_o_13_iv[3]:Y,3713
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPB,
data_o_obuf[5]/U0/U_IOOUTFF:A,
data_o_obuf[5]/U0/U_IOOUTFF:Y,
line_write_read_0/xy_generator_0/un2_index_drifter_cry_12:B,6791
line_write_read_0/xy_generator_0/un2_index_drifter_cry_12:FCI,6605
line_write_read_0/xy_generator_0/un2_index_drifter_cry_12:FCO,6605
line_write_read_0/xy_generator_0/un2_index_drifter_cry_12:S,6653
line_write_read_0/xy_display_1/WPOINTS_0/next_erase_virtual_index[3]:ALn,
line_write_read_0/xy_display_1/WPOINTS_0/next_erase_virtual_index[3]:CLK,2916
line_write_read_0/xy_display_1/WPOINTS_0/next_erase_virtual_index[3]:D,4150
line_write_read_0/xy_display_1/WPOINTS_0/next_erase_virtual_index[3]:EN,4266
line_write_read_0/xy_display_1/WPOINTS_0/next_erase_virtual_index[3]:Q,2916
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_o3:A,5755
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_o3:B,5706
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_o3:Y,5706
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[0],8290
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[10],8702
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[11],8704
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[12],8726
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[13],8721
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[1],8283
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[2],8274
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[3],8268
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[4],8282
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[5],8563
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[6],8541
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[7],8748
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[8],8775
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ADDR[9],8758
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_ARST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_BLK[0],8855
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_BLK[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_BLK[2],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_CLK,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[0],8644
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[10],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[11],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[12],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[13],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[14],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[15],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[16],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[17],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[2],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[3],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[4],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[5],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[6],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[7],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[8],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DIN[9],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DOUT[0],4782
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DOUT_ARST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DOUT_CLK,4782
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DOUT_EN,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_DOUT_SRST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_WEN[0],8396
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:A_WEN[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[0],8272
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[10],8644
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[11],8654
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[12],8687
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[13],8738
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[1],8243
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[2],8257
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[3],8275
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[4],8226
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[5],8554
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[6],8537
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[7],8701
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[8],8722
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ADDR[9],8717
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_ARST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_BLK[0],8815
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_BLK[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_BLK[2],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_CLK,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[0],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[10],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[11],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[12],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[13],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[14],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[15],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[16],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[17],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[1],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[2],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[3],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[4],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[5],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[6],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[7],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[8],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DIN[9],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DOUT[0],5481
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DOUT_ARST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DOUT_CLK,5481
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DOUT_EN,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_DOUT_SRST_N,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_WEN[0],
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/INST_RAM1K18_IP:B_WEN[1],
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index_RNO[8]:A,6846
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index_RNO[8]:B,7487
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index_RNO[8]:C,7365
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index_RNO[8]:Y,6846
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m90_e_0:A,1374
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m90_e_0:B,232
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m90_e_0:C,1219
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m90_e_0:Y,232
line_write_read_0/xy_display_1/ROW_PTR_0/INDEX[15]:ALn,
line_write_read_0/xy_display_1/ROW_PTR_0/INDEX[15]:CLK,869
line_write_read_0/xy_display_1/ROW_PTR_0/INDEX[15]:D,6265
line_write_read_0/xy_display_1/ROW_PTR_0/INDEX[15]:EN,6493
line_write_read_0/xy_display_1/ROW_PTR_0/INDEX[15]:Q,869
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_a2_0_4:A,4792
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_a2_0_4:B,4743
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_a2_0_4:C,4668
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_a2_0_4:D,4571
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_a2_0_4:Y,4571
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_168:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_286:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_286:IPB,
line_write_read_0/LCD_FSM_0/data_o_cnst_a2[6]:A,4714
line_write_read_0/LCD_FSM_0/data_o_cnst_a2[6]:B,5518
line_write_read_0/LCD_FSM_0/data_o_cnst_a2[6]:Y,4714
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/CFG_19:B,8939
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/CFG_19:C,8954
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/CFG_19:IPB,8939
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/CFG_19:IPC,8954
line_write_read_0/LCD_FSM_0/cs_o:ALn,
line_write_read_0/LCD_FSM_0/cs_o:CLK,
line_write_read_0/LCD_FSM_0/cs_o:D,4764
line_write_read_0/LCD_FSM_0/cs_o:EN,5363
line_write_read_0/LCD_FSM_0/cs_o:Q,
line_write_read_0/double_flop_0/s_pclk2:ALn,
line_write_read_0/double_flop_0/s_pclk2:CLK,8856
line_write_read_0/double_flop_0/s_pclk2:D,8856
line_write_read_0/double_flop_0/s_pclk2:Q,8856
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C5/CFG_15:C,8537
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C5/CFG_15:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C5/CFG_15:IPC,8537
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C5/FF_11:IPENn,
led_obuf[0]/U0/U_IOENFF:A,
led_obuf[0]/U0/U_IOENFF:Y,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_64:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_64:IPB,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_53:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_53:IPB,
line_write_read_0/xy_generator_0/y_drifter_RNIMF0F1[4]:B,6608
line_write_read_0/xy_generator_0/y_drifter_RNIMF0F1[4]:FCI,2501
line_write_read_0/xy_generator_0/y_drifter_RNIMF0F1[4]:FCO,2501
line_write_read_0/xy_generator_0/y_drifter_RNIMF0F1[4]:S,3686
line_write_read_0/xy_display_1/WPOINTS_0/un1_y_mulonly_0[20_8]/U0/CFG_35:IPB,
line_write_read_0/xy_display_1/WPOINTS_0/un1_y_mulonly_0[20_8]/U0/CFG_35:IPC,
line_write_read_0/xy_display_1/WPOINTS_0/un1_y_mulonly_0[20_8]/U0/CFG_35:IPD,
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_23:B,7720
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_23:C,8522
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_23:IPB,7720
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_23:IPC,8522
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_89:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_89:IPB,
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_RNO_0[2]:A,3611
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_RNO_0[2]:B,6988
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_RNO_0[2]:C,4542
line_write_read_0/xy_display_1/WPOINTS_0/a_addr_o_RNO_0[2]:Y,3611
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/FF_9:IPENn,
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m42_d_0:A,5594
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m42_d_0:B,5427
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m42_d_0:C,4472
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m42_d_0:D,2585
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m42_d_0:Y,2585
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/CFG_33:C,8738
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/CFG_33:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C6/CFG_33:IPC,8738
line_write_read_0/xy_display_1/WPOINTS_0/s_state24_cry_11:A,3132
line_write_read_0/xy_display_1/WPOINTS_0/s_state24_cry_11:B,3029
line_write_read_0/xy_display_1/WPOINTS_0/s_state24_cry_11:FCI,2886
line_write_read_0/xy_display_1/WPOINTS_0/s_state24_cry_11:FCO,2886
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index_RNO[1]:A,7977
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index_RNO[1]:B,7487
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index_RNO[1]:C,7365
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index_RNO[1]:Y,7365
led_blink_0/counter[16]:ALn,
led_blink_0/counter[16]:CLK,6790
led_blink_0/counter[16]:D,7547
led_blink_0/counter[16]:Q,6790
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/FF_24:CLK,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/FF_24:IPCLKn,
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m192_m6:A,4837
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m192_m6:B,4633
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m192_m6:C,2038
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m192_m6:D,2880
line_write_read_0/xy_display_1/WPOINTS_0/s_state_ns_5_0_.m192_m6:Y,2038
